Dv,MARCA,Material,Descripción,      Amount ,Unit,per,UoM,Empaque Mínimo,ABC Code,División.,Marca.
4B,KILLARK,FSR-1,"1/2"" K ALUM SHALLOW DEV BX TYPE FSR", $30.86 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5E,Dual-Lite,93048720,DYN6, $338.18 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
4B,KILLARK,FSS-1,"1/2"" K ALUM SHALLW DEVICE BOX TYPE FSS", $36.86 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5E,Dual-Lite,93048722,DYN6I, $338.75 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
4B,KILLARK,OL-10,"1/2"" STAMPED ALUMINUM COVER", $1.93 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5E,Dual-Lite,93048724,DYN12-06L, $386.98 ,USD,1,PZ,1 PZ,C,5E,Dual-Lite
5E,Dual-Lite,93048725,DYN12-4X, $384.13 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5E,Dual-Lite,93048726,DYN12-4X-06L, $374.82 ,USD,1,PZ,1 PZ,A,5E,Dual-Lite
5E,Dual-Lite,93048727,DYN12I, $357.52 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5E,Dual-Lite,93048728,DYN12I-06L, $389.76 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
4B,KILLARK,DF-50,"1/2"" ZA Deflection Fitting", $284.69 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93049168,XEM4-232-RA-EU, $126.55 ,USD,1,PZ,1 PZ,B,5C,Columbia Lighting
5E,Dual-Lite,93050453,EVHC6, $262.70 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5E,Dual-Lite,93050454,EVHC6I, $264.30 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5E,Dual-Lite,93050457,EVHC12, $300.41 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5E,Dual-Lite,93050459,EVHC12-06L, $234.30 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
4B,KILLARK,AF-50,"1/2"" ZA Expansion Fitting 4"" Mvmt", $76.36 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,AJ-5075-14,"1/2""-3/4"" Bonding Jumper 14"" Length", $54.65 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93053026,XEM4-254-RA-EPU, $187.29 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5E,Dual-Lite,93053076,CU2B, $35.29 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
4B,KILLARK,KB1-4X,"1/2""GRP B,ANODIZED AL DRAIN/BREATHER,4X", $144.63 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93053375,LXEM4-40LW-RFA-EU, $311.60 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93053376,LXEM4-40ML-RFA-EU, $282.70 ,USD,1,PZ,1 PZ,B,5C,Columbia Lighting
5C,Columbia Lighting,93054465,LENS-LWS WRAP LENS, $38.09 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,SWB-1,"1/2""SWB DEVBODY 5 7/8X3X2 1/4"" DEADEND", $80.38 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93055454,XEM8-296T8-RA-EU, $233.00 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93056101,LLHV4-50H-NST-EDU, $642.19 ,USD,1,PZ,1 PZ,B,5C,Columbia Lighting
5V,Thomas,93056189,HLPC-120, $35.43 ,USD,1,PZ,1 PZ,B,5V,Thomas
4B,KILLARK,VP1034,100A 3W4P PLUG ASSY. AT, $421.39 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,VR1034,100A 3W4P RECEPT ASSY. AT, $392.06 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5V,Thomas,93057105,LED25W-72-C0350, $37.84 ,USD,1,PZ,1 PZ,M,5V,Thomas
5V,Thomas,93057151,HLPC-208-277, $33.65 ,USD,1,PZ,1 PZ,B,5V,Thomas
4B,KILLARK,VPR10457,100A 4W4P CONNECT ASSY., $544.17 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,KWPH100,100W MH QUAD-VOLT WALLPACK," $1,196.46 ",USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,VD-410GGPX,100W V SER INC C1D2 STAN W/GRD, $168.32 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5V,Thomas,93057604,FSP3-277-20KA-NI-C01, $28.81 ,USD,1,PZ,1 PZ,M,5V,Thomas
4B,KILLARK,VXAG-110,"100W V SER INC W/1/2"" VXA   (L", $90.19 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,VXAGG-110,"100W V SER INC W/1/2""VXA&GRD(L", $129.69 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5E,Dual-Lite,93058260,CSRIV, $65.67 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5E,Dual-Lite,93058261,CSREIV, $79.73 ,USD,1,PZ,1 PZ,A,5E,Dual-Lite
4B,KILLARK,VUHGG-2-100,"100W V SER INC W/3/4""VGH&GRD(L", $102.79 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5E,Dual-Lite,93059703,DYNRD-4X, $132.11 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5C,Columbia Lighting,93061778,LXEM4-50ML-RFA-EU, $273.96 ,USD,1,PZ,1 PZ,B,5C,Columbia Lighting
4B,KILLARK,VXAG-210,"100W V SER INC W/3/4""VXA    (L", $102.08 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5E,Dual-Lite,93063197,DYN12-4X-FP, $557.92 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5E,Dual-Lite,93063484,EV4R, $140.44 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5E,Dual-Lite,93063629,DYN12I-4X-06L, $451.09 ,USD,1,PZ,1 PZ,C,5E,Dual-Lite
5E,Dual-Lite,93063668,CWC1RW-CT, $512.95 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5E,Dual-Lite,93063960,UFO-6W, $133.27 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
4B,KILLARK,OLB-5,"1-1/2""  ""LB""  TYPE AL CONDUIT", $26.79 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5E,Dual-Lite,93064708,DYN12I-C1D2-06L, $504.84 ,USD,1,PZ,1 PZ,B,5E,Dual-Lite
5E,Dual-Lite,93064736,DYNRD-C1D2, $165.68 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
4B,KILLARK,OT-5,"1-1/2""  ""T""  TYPE AL CONDUIT B", $35.54 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5E,Dual-Lite,93066307,EV4RI, $179.22 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
4B,KILLARK,OTB-5,"1-1/2""  ""TB""  TYPE AL CONDUIT", $46.01 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OX-5,"1-1/2""  ""X""  TYPE AL CONDUIT", $56.12 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,AJ-150200-14,"1-1/2"" - 2"" Bonding Jumper 14"" Length", $74.99 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,DF-150,"1-1/2"" ZA Deflection Fitting", $457.54 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,AF-150,"1-1/2"" ZA Expansion Fitting 4"" Mvmt", $186.83 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OL-45M,"1-1/4 TO 1-1/2""STAMP STEEL COV", $2.90 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93067047,LLHV4-50H-WST-EU, $376.67 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93067061,LLHV4-50L-NST-EU, $329.07 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,OLL-4,"1-1/4""  ""LL""  TYPE AL CONDUIT", $35.38 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OLR-4,"1-1/4""  ""LR""  TYPE AL CONDUIT", $36.50 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OTB-4,"1-1/4""  ""TB""  TYPE AL CONDUIT", $43.21 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93067350,LCL4-40LW-EU, $197.52 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93067351,LCL4-40ML-EU, $197.52 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,OX-4,"1-1/4""  ""X""  TYPE AL CONDUIT B", $42.60 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5E,Dual-Lite,93067813,UFO-LP2, $108.13 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5E,Dual-Lite,93068259,KIT - LG250S Batteries (4), $507.23 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5E,Dual-Lite,93069596,RMEUWE, $142.11 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
4B,KILLARK,OC-4,"1-1/4"" ""C""  TYPE AL CONDUIT BO", $37.37 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OL-45-SG,"1-1/4"" SILICONE GASKET", $3.36 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OL-450,"1-1/4"" STAMPED ALUMINUM COVER", $3.43 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93071945,LCAT22-40VLG-EDU, $185.73 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93072014-2105,PCBA CEM3 88 NCH 757 RECT 50K80 S 4ft P, $25.10 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,OL-45-VG,"1-1/4"" TO 1-1/2"" FIBER GASKET", $0.71 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93072967,LLHV4-50M-WST-EDU, $341.44 ,USD,1,PZ,1 PZ,C,5C,Columbia Lighting
4B,KILLARK,DF-125,"1-1/4"" ZA Deflection Fitting", $406.70 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,AF-125,"1-1/4"" ZA Expansion Fitting 4"" Mvmt", $157.44 ,USD,1,PZ,1 PZ,-,4B,KILLARK
3C,Premise,110BLK100FTK5,"110 SYS, FLDTERM KIT,5PR CONN BK,100PR", $76.94 ,USD,1,PZ,1 PZ,-,3C,Premise
4B,KILLARK,LALFP1130L5D,11K LUMEN C1D2-Z2 FDPRO 120-277VAC 5 FT," $1,601.49 ",USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,EZL12530,125W C1D1 LED Highbay 120-277VAC 50/60HZ," $4,091.75 ",USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,KF1L12530,125W C1D1Z1 LED FLOOD 120-277VAC 50/60HZ," $4,146.29 ",USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,YOSD-A19.8,13.2-13.9 HEATER TABLE, $26.23 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,KFL1430,14000 Lumen LED Flood 120-277VAC 50/60HZ," $1,123.36 ",USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93075542,CSL4-4040, $107.90 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93075544,CSL8-8040, $154.13 ,USD,1,PZ,1 PZ,C,5C,Columbia Lighting
4B,KILLARK,VPA15034,150A 3W4P PLUG ASSY, $628.05 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,VPA15044,150A 4W4P PLUG ASSY, $661.65 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5A,Prescolite,93075947,DRVR-25W 36-C1000 0-10 1pct PRG ADV, $43.56 ,USD,1,PZ,1 PZ,M,5A,Prescolite
5I,Industrial,93076214,UTB-5K-N-MO-U-CD-GR, Descontinuado ,USD,1,PZ,1 PZ,C,5I,Industrial
4B,KILLARK,VRA15044,150A 4W4P RECPTACLE ASSY, $502.58 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,YOWEA200-FH45,15-16/13.1-14 HEATER TABLE, $47.28 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,UGRB2C-15231QW,"15A 125V, GRP B ACCEPTOR, 3/4"" DE, QW", $374.37 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,UNF7,"2 1/2"" FEMALE UNION IRON", $347.93 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93077464,LCAT24-35MLG-EDU, $205.24 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93077465,LCAT22-35MLG-EDU, $119.23 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,UNY7,"2 1/2"" MALE UNION IRON", $379.15 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93077468,LCAT24-40LWG-EDU, $187.97 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93077478,CCL22-3340, $139.34 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93077480,CCL24-5040, $241.14 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93077525,LLHV4-40H-WST-EDU, $442.33 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,K2501,"2 1/2"" STR  LT CONNECTOR INSULATED", $28.42 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,GEJLBT-6M,2 IN IRON OUTLET BODY LB TYPE 4, $382.50 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,HKH1ASD2S210K8,"2 POS MM SEL SWT HKH SS 1A DRM 3/4""", $846.75 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,HKH1ASD2S11SK8,"2 POS MT SEL SWT HKH SS 1A DRM 3/4""", $841.87 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93078078,LBIL4-40LW-EDU, $330.58 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93078079,LBIL4-40ML-EDU, $342.24 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5E,Dual-Lite,93078803,PLD10M, $177.95 ,USD,1,PZ,1 PZ,B,5E,Dual-Lite
4B,KILLARK,HKH2PSMTH,"2 POS SEL SWT MAINTAINED CONTACT, HORIZ", $37.52 ,USD,20,PZS,20 PZS,-,4B,KILLARK
5H,Outdoor,93079124,LNC-9LU-5K-3-4, $189.75 ,USD,1,PZ,1 PZ,M,5H,Outdoor
4B,KILLARK,OT-6,"2""  ""T""  TYPE AL CONDUIT BODY", $34.26 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OX-6,"2""  ""X""  TYPE AL CONDUIT BODY", $80.73 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,K20041-MG,"2"" 45° LT CONNECTOR W/ MESH GRIP", $128.77 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,K20091,"2"" 90° LT CONNECTOR INSULATED", $21.96 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,MOLBD-6,"2"" ALUM MOGUL TYPE LBD", $198.47 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,MOUB-6,"2"" ALUM MOGUL TYPE UB", $241.78 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93079600,LXEM2-40LW-RFA-EDU, $168.20 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,OL-6-VG,"2"" FIBER GASKET", $1.63 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OL-6-SG,"2"" SILICONE GASKET", $4.02 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OL-60M,"2"" STAMPED STEEL COVER", $3.56 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OL-60MWW,"2"" STAMPED STEEL COVER WWGP#2NA98", $2.95 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,K200,"2"" STR LT CONNECTOR NON-INSULATED", $12.20 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5E,Dual-Lite,93081949,LG250SI, Descontinuado ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
4B,KILLARK,RE63S,"2"" TO 1"" REDUCER STEEL", $13.57 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,RE61S,"2"" TO 1/2"" REDUCER STEEL", $13.52 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5I,Industrial,93084359,DOK-6LU-5K-SP-C6, $354.80 ,USD,1,PZ,1 PZ,M,5I,Industrial
4B,KILLARK,RE62S,"2"" TO 3/4"" REDUCER STEEL", $13.57 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93085492,LXEM4-40HL-RFA-EDU, $229.09 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,DF-200,"2"" ZA Deflection Fitting", $574.46 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93085886,CFP22-3340, $95.65 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93085887,CFP24-4135, Descontinuado ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93086909,DRVR-95W 54-C2750 UNV 0-10V ADVBSF1, $68.36 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93087466,CFP22-3340-HE, $138.96 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93087467,CFP24-4135-HE, $222.26 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,AF-200,"2"" ZA Expansion Fitting 4"" Mvmt", $296.43 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93088140,LAW4-40HL-EDU, $145.38 ,USD,1,PZ,1 PZ,C,5C,Columbia Lighting
4B,KILLARK,GL-275,"2""/4"" LENS COVER", $258.31 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93091405,CFP14-4040, $110.28 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93091406,CFP22-4035, Descontinuado ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93091407,CFP22-4040, $116.71 ,USD,1,PZ,1 PZ,B,5C,Columbia Lighting
5H,Outdoor,93092000,PGM3-180L4K-U-DB, $657.34 ,USD,1,PZ,1 PZ,M,5H,Outdoor
5H,Outdoor,93092001,PGM3-180L5K-U-DB, $560.76 ,USD,1,PZ,1 PZ,B,5H,Outdoor
5H,Outdoor,93092002,PVL3-180L4K-U-DB, $565.42 ,USD,1,PZ,1 PZ,M,5H,Outdoor
4B,KILLARK,GEJXT-5M,2.5 IN IRON OUTLET BODY X TYP, $313.11 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5H,Outdoor,93092004,NRG-356L-4K-U, $190.09 ,USD,1,PZ,1 PZ,M,5H,Outdoor
4B,KILLARK,KFL2030,20000 Lumen LED Flood 120-277VAC 50/60HZ," $1,123.36 ",USD,1,PZ,1 PZ,-,4B,KILLARK
5H,Outdoor,93092006,NRG-356L-5K-U, $233.20 ,USD,1,PZ,1 PZ,M,5H,Outdoor
4B,KILLARK,VD-420GGPX,200W V SER INC C1D2 STAN W/GRD, $193.74 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,VXAG-120,"200W V SER INC W/1/2"" VXA   (L", $102.08 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,VXAGG-120,"200W V SER INC W/1/2""VXA&GRD(L", $131.97 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,VXAGG-210,"200W V SER INC W/1/2""VXA&GRD(L", $131.97 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,VXAG-220,"200W V SER INC W/3/4""VXA    (L", $102.08 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,VXAGG-220,"200W V SER INC W/3/4""VXA&GRD(L", $130.14 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93093113,CFPCM36YSC5F-KIT, $56.25 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,PBT-234,208/240/277V STD.LOC.PHOTOCELL, $20.89 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,UGR11-20231QW,"20A 125V ACCEPTOR RECPT QW,  3/4"" DG FT", $855.44 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,UGRB3-20231QW,"20A 125V, GRP B ACCEPTOR, 1"" DE, QW", $428.82 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5I,Industrial,93095128,DOK-18LU-5K-SP-IRS-C3-C13P, $447.14 ,USD,1,PZ,1 PZ,B,5I,Industrial
4B,KILLARK,UGRB6-20231QW,"20A 125V, GRP B ACCEPTOR, 1"" FT, QW", $435.17 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,UGR1-20232QW,"20A 250V ACCEPTOR RECPT QW,  1/2"" DE", $372.69 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,UGR2-20232QW,"20A 250V ACCEPTOR RECPT QW,  3/4"" DE", $371.47 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93095154,CHB2-50ML-FA-EDU, $274.01 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,OLB-7,"2-1/2 ""LB""  TYPE AL CONDUIT BO", $100.46 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93095156,CHB2-50MH-FA-EDU, $399.64 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93095158,CHB2-50MV-FA-EDU, $535.00 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5I,Industrial,93097494,CRN-40LX-EDU, $442.08 ,USD,1,PZ,1 PZ,M,5I,Industrial
4B,KILLARK,OL-78-VG,"2-1/2 TO 3"" FIBER GASKET", $5.49 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OLR-7,"2-1/2""  ""LR""  TYPE AL CONDUIT", $170.51 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,AJ-250300-14,"2-1/2"" - 3"" Bonding Jumper 14"" Length", $91.51 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5I,Industrial,93097498,CRN-50LX-EDU, $346.03 ,USD,1,PZ,1 PZ,M,5I,Industrial
5I,Industrial,93097499,CRN-50MM-EDU, $398.89 ,USD,1,PZ,1 PZ,B,5I,Industrial
4B,KILLARK,OC-7,"2-1/2"" ""C""  TYPE AL CONDUIT BO", $169.34 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,MOLBD-7,"2-1/2"" ALUM MOGUL TYPE LBD", $414.22 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5I,Industrial,93097502,CRNWW18, $127.83 ,USD,1,PZ,1 PZ,M,5I,Industrial
4B,KILLARK,R-73,"2-1/2"" TO 1"" REDUCING BUSHING", $41.75 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OL-78-RG,"2-1/2"" TO 3"" RUBBER GASKET", $1.78 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OL-780,"2-1/2"" TO 3"" STAMPED AL COVER", $11.85 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,R-72,"2-1/2"" TO 3/4"" REDUCING BUSHIN", $89.53 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93097509,PEL2-50MM-FAW-EDU, $376.59 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93097511,PEL2-50MH-FAW-EDU, $453.87 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,DF-250,"2-1/2"" ZA Deflection Fitting", $793.07 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,AF-250,"2-1/2"" ZA Expansion Fitting 4"" Mvmt", $432.12 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,KIT-252,225 AMP GROUND LUG, $35.94 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93098200,LXEM8-50ML-RFA-EDU, $392.69 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
5C,Columbia Lighting,93098201,LXEM4-50ML-RFA-EDU, $206.53 ,USD,1,PZ,1 PZ,B,5C,Columbia Lighting
5C,Columbia Lighting,93098278,LAW4-40ML-EDU, $221.11 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,XECD-304A2,2POLE 240/480VAC 250VDC 30A," $2,736.44 ",USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OLB-8,"3 ""LB""  TYPE AL CONDUIT BODY", $90.44 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,K3501-G,"3 1/2"" STR LT CONNECTOR INSULATED GRD", $58.06 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,HKH1BND2S349K8,"3 POS MT SEL SWT HKH NM 1B DRM 3/4""", $452.76 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,OLR-8,"3""  ""LR""  TYPE AL CONDUIT BODY", $156.02 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5C,Columbia Lighting,93098760,MPS4-50ML-CW-EDU, $133.86 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,OT-8,"3""  ""T""  TYPE AL CONDUIT BODY", $91.25 ,USD,1,PZ,1 PZ,-,4B,KILLARK
5I,Industrial,93098858,CRN-YM, $36.74 ,USD,1,PZ,1 PZ,M,5I,Industrial
5E,Dual-Lite,93099153,CSEUDR, $176.79 ,USD,1,PZ,1 PZ,M,5E,Dual-Lite
5C,Columbia Lighting,93099928,LXEM4-40ML-RFA-EDU-SSL, $218.99 ,USD,1,PZ,1 PZ,M,5C,Columbia Lighting
4B,KILLARK,OC-8,"3"" ""C""  TYPE AL CONDUIT BODY", $169.34 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,GUM-8,"3"" ALUM MALE/FEMALE UNION", $258.05 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,MOLBD-8,"3"" ALUM MOGUL TYPE LBD", $441.07 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,MOLBD-8M,"3"" IRON MOGUL TYPE LBD", $590.12 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,K3001,"3"" STR LT CONNECTOR INSULATED", $40.57 ,USD,1,PZ,1 PZ,-,4B,KILLARK
4B,KILLARK,R-83,"3"" TO 1"" REDUCING BUSHING ALUM", $56.68 ,USD,1,PZ,1 PZ,-,4B,KILLARK
